service_id,date,exception_type
22,20201231,1
22,20210513,1
22,20201225,1
22,20210101,1
22,20210402,1
23,20210405,1
23,20210524,1
23,20201224,1
23,20201231,1
23,20210513,1
23,20201225,1
23,20210101,1
23,20210402,1
23,20201121,2
23,20201128,2
23,20201205,2
23,20201212,2
24,20201224,1
24,20201231,1
24,20201121,2
24,20201128,2
24,20201205,2
24,20201212,2
24,20201226,2
24,20210501,2
25,20201225,2
25,20210101,2
25,20210402,2
26,20210405,2
26,20210524,2
26,20201224,2
26,20201231,2
26,20210513,2
27,20201224,2
27,20201231,2
27,20210513,2
28,20201123,1
28,20201130,1
28,20201207,1
28,20201124,1
28,20201201,1
28,20201208,1
28,20201125,1
28,20201202,1
28,20201209,1
28,20201119,1
28,20201126,1
28,20201203,1
28,20201210,1
28,20201120,1
28,20201127,1
28,20201204,1
28,20201211,1
28,20201121,1
28,20201128,1
28,20201205,1
28,20201212,1
28,20201122,1
28,20201129,1
28,20201206,1
29,20210405,1
29,20210524,1
29,20201224,1
29,20201231,1
29,20210513,1
29,20201225,1
29,20210101,1
29,20210402,1
29,20201122,2
29,20201129,2
29,20201206,2
31,20201122,1
31,20201129,1
31,20201206,1
32,20201123,2
32,20201130,2
32,20201207,2
32,20201124,2
32,20201201,2
32,20201208,2
32,20201125,2
32,20201202,2
32,20201209,2
32,20201119,2
32,20201126,2
32,20201203,2
32,20201210,2
32,20201120,2
32,20201127,2
32,20201204,2
32,20201211,2
32,20201121,2
32,20201128,2
32,20201205,2
32,20201212,2
32,20201122,2
32,20201129,2
32,20201206,2
33,20210405,1
33,20210524,1
33,20210513,1
33,20201225,1
33,20210101,1
33,20210402,1
33,20201226,1
33,20210501,1
34,20210405,2
34,20210524,2
34,20210513,2
34,20201225,2
34,20210101,2
34,20210402,2
34,20201226,2
34,20210501,2
35,20201221,1
35,20201228,1
35,20210201,1
35,20210329,1
35,20201222,1
35,20201229,1
35,20210202,1
35,20210330,1
35,20210406,1
35,20201223,1
35,20201230,1
35,20210203,1
35,20210331,1
35,20210407,1
35,20201224,1
35,20201231,1
35,20210204,1
35,20210401,1
35,20210408,1
35,20210205,1
35,20210409,1
35,20210514,1
35,20201226,2
35,20210501,2
36,20201123,2
36,20201130,2
36,20201207,2
36,20201124,2
36,20201201,2
36,20201208,2
36,20201125,2
36,20201202,2
36,20201209,2
36,20201119,2
36,20201126,2
36,20201203,2
36,20201210,2
36,20201120,2
36,20201127,2
36,20201204,2
36,20201211,2
37,20201221,1
37,20201228,1
37,20210201,1
37,20210329,1
37,20210405,1
37,20210524,1
37,20201222,1
37,20201229,1
37,20210202,1
37,20210330,1
37,20210406,1
37,20201223,1
37,20201230,1
37,20210203,1
37,20210331,1
37,20210407,1
37,20201224,1
37,20201231,1
37,20210204,1
37,20210401,1
37,20210408,1
37,20210513,1
37,20201225,1
37,20210101,1
37,20210205,1
37,20210402,1
37,20210409,1
37,20210514,1
38,20201224,1
38,20201231,1
38,20201225,2
38,20210101,2
38,20210402,2
38,20201226,2
38,20210501,2
39,20201123,1
39,20201130,1
39,20201207,1
39,20201124,1
39,20201201,1
39,20201208,1
39,20201125,1
39,20201202,1
39,20201209,1
39,20201119,1
39,20201126,1
39,20201203,1
39,20201210,1
39,20201120,1
39,20201127,1
39,20201204,1
39,20201211,1
39,20201121,1
39,20201128,1
39,20201205,1
39,20201212,1
40,20201123,2
40,20201130,2
40,20201207,2
40,20210405,2
40,20210524,2
40,20201124,2
40,20201201,2
40,20201208,2
40,20201125,2
40,20201202,2
40,20201209,2
40,20201119,2
40,20201126,2
40,20201203,2
40,20201210,2
40,20210513,2
40,20201120,2
40,20201127,2
40,20201204,2
40,20201211,2
40,20201225,2
40,20210101,2
40,20210402,2
40,20201121,2
40,20201128,2
40,20201205,2
40,20201212,2
40,20201226,2
40,20210501,2
41,20210405,1
41,20210524,1
41,20210513,1
41,20201225,1
41,20210101,1
41,20210402,1
41,20201226,1
41,20210501,1
41,20201122,2
41,20201129,2
41,20201206,2
42,20210405,2
42,20210524,2
42,20201224,2
42,20201231,2
42,20210513,2
42,20201225,2
42,20210101,2
42,20210402,2
42,20201121,1
42,20201128,1
42,20201205,1
42,20201212,1
43,20201123,2
43,20201130,2
43,20201207,2
43,20210405,2
43,20210524,2
44,20201123,1
44,20201130,1
44,20201207,1
45,20201221,1
45,20201228,1
45,20210201,1
45,20210329,1
45,20210405,1
45,20210524,1
45,20201222,1
45,20201229,1
45,20210202,1
45,20210330,1
45,20210406,1
45,20201223,1
45,20201230,1
45,20210203,1
45,20210331,1
45,20210407,1
45,20201224,1
45,20201231,1
45,20210204,1
45,20210401,1
45,20210408,1
45,20210513,1
45,20201225,1
45,20210101,1
45,20210205,1
45,20210402,1
45,20210409,1
45,20210514,1
45,20201121,2
45,20201128,2
45,20201205,2
45,20201212,2
45,20201122,2
45,20201129,2
45,20201206,2
46,20201123,2
46,20201130,2
46,20201207,2
46,20210405,2
46,20210524,2
46,20201125,2
46,20201202,2
46,20201209,2
46,20201119,2
46,20201126,2
46,20201203,2
46,20201210,2
46,20201224,2
46,20201231,2
46,20210513,2
46,20201120,2
46,20201127,2
46,20201204,2
46,20201211,2
46,20201225,2
46,20210101,2
46,20210402,2
47,20201123,1
47,20201130,1
47,20201207,1
47,20201125,1
47,20201202,1
47,20201209,1
47,20201119,1
47,20201126,1
47,20201203,1
47,20201210,1
47,20201120,1
47,20201127,1
47,20201204,1
47,20201211,1
48,20201120,1
48,20201127,1
48,20201204,1
48,20201211,1
48,20201121,1
48,20201128,1
48,20201205,1
48,20201212,1
49,20201224,1
49,20201231,1
49,20201120,2
49,20201127,2
49,20201204,2
49,20201211,2
49,20201225,2
49,20210101,2
49,20210402,2
49,20201121,2
49,20201128,2
49,20201205,2
49,20201212,2
49,20201226,2
49,20210501,2
50,20201225,2
50,20210101,2
50,20210205,2
50,20210402,2
50,20210409,2
50,20210514,2
51,20201221,1
51,20201228,1
51,20210201,1
51,20210329,1
51,20201222,1
51,20201229,1
51,20210202,1
51,20210330,1
51,20210406,1
51,20201223,1
51,20201230,1
51,20210203,1
51,20210331,1
51,20210407,1
51,20201224,1
51,20201231,1
51,20210204,1
51,20210401,1
51,20210408,1
51,20210205,1
51,20210409,1
51,20210514,1
51,20201121,2
51,20201128,2
51,20201205,2
51,20201212,2
51,20201226,2
51,20210501,2
52,20201123,2
52,20201130,2
52,20201207,2
52,20201221,2
52,20201228,2
52,20210201,2
52,20210329,2
52,20210405,2
52,20210524,2
52,20201124,2
52,20201201,2
52,20201208,2
52,20201222,2
52,20201229,2
52,20210202,2
52,20210330,2
52,20210406,2
52,20201125,2
52,20201202,2
52,20201209,2
52,20201223,2
52,20201230,2
52,20210203,2
52,20210331,2
52,20210407,2
52,20201119,2
52,20201126,2
52,20201203,2
52,20201210,2
52,20210204,2
52,20210401,2
52,20210408,2
52,20210513,2
52,20201120,2
52,20201127,2
52,20201204,2
52,20201211,2
52,20201225,2
52,20210101,2
52,20210205,2
52,20210402,2
52,20210409,2
52,20210514,2
52,20201121,2
52,20201128,2
52,20201205,2
52,20201212,2
52,20201226,2
52,20210501,2
53,20201221,2
53,20201228,2
53,20210201,2
53,20210329,2
53,20201222,2
53,20201229,2
53,20210202,2
53,20210330,2
53,20210406,2
53,20201223,2
53,20201230,2
53,20210203,2
53,20210331,2
53,20210407,2
53,20210204,2
53,20210401,2
53,20210408,2
53,20210205,2
53,20210409,2
53,20210514,2
54,20210405,2
54,20210524,2
55,20201224,2
55,20201231,2
55,20210513,2
55,20201225,2
55,20210101,2
55,20210402,2
56,20201224,2
56,20201231,2
56,20201226,1
56,20210501,1
57,20201224,1
57,20201231,1
57,20210513,1
57,20201225,1
57,20210101,1
57,20210402,1
58,20210405,2
58,20210524,2
58,20201225,2
58,20210101,2
58,20210402,2
59,20201224,2
59,20201231,2
59,20210513,2
60,20201221,2
60,20201228,2
60,20210201,2
60,20210329,2
60,20210405,2
60,20210524,2
60,20201222,2
60,20201229,2
60,20210202,2
60,20210330,2
60,20210406,2
60,20201224,2
60,20201231,2
60,20210204,2
60,20210401,2
60,20210408,2
60,20210513,2
60,20201225,2
60,20210101,2
60,20210205,2
60,20210402,2
60,20210409,2
60,20210514,2
61,20201223,2
61,20201230,2
61,20210203,2
61,20210331,2
61,20210407,2
62,20210405,2
62,20210524,2
62,20201225,2
62,20210101,2
62,20210402,2
63,20201224,2
63,20201231,2
63,20210513,2
64,20201221,2
64,20201228,2
64,20210201,2
64,20210329,2
64,20210405,2
64,20210524,2
64,20201222,2
64,20201229,2
64,20210202,2
64,20210330,2
64,20210406,2
64,20201224,2
64,20201231,2
64,20210204,2
64,20210401,2
64,20210408,2
64,20210513,2
65,20201223,2
65,20201230,2
65,20210203,2
65,20210331,2
65,20210407,2
65,20201225,2
65,20210101,2
65,20210205,2
65,20210402,2
65,20210409,2
65,20210514,2
66,20201123,1
66,20201130,1
66,20201207,1
66,20201221,1
66,20201228,1
66,20210201,1
66,20210329,1
66,20201124,1
66,20201201,1
66,20201208,1
66,20201222,1
66,20201229,1
66,20210202,1
66,20210330,1
66,20210406,1
66,20201125,1
66,20201202,1
66,20201209,1
66,20201223,1
66,20201230,1
66,20210203,1
66,20210331,1
66,20210407,1
66,20201119,1
66,20201126,1
66,20201203,1
66,20201210,1
66,20210204,1
66,20210401,1
66,20210408,1
66,20201120,1
66,20201127,1
66,20201204,1
66,20201211,1
66,20210205,1
66,20210409,1
66,20210514,1
67,20201121,1
67,20201122,1
68,20201128,1
68,20201129,1
69,20201128,1
70,20201127,1
71,20201119,1
71,20201120,1
72,20201119,1
72,20201120,1
72,20201128,1
73,20201123,1
73,20201124,1
73,20201125,1
73,20201119,1
73,20201126,1
73,20201120,1
73,20201128,1
74,20201222,2
74,20201229,2
74,20210202,2
74,20210330,2
74,20210406,2
74,20201225,2
74,20210101,2
74,20210205,2
74,20210402,2
74,20210409,2
74,20210514,2
75,20201221,2
75,20201228,2
75,20210201,2
75,20210329,2
75,20210405,2
75,20210524,2
76,20201222,2
76,20201229,2
76,20210202,2
76,20210330,2
76,20210406,2
76,20201223,2
76,20201230,2
76,20210203,2
76,20210331,2
76,20210407,2
76,20201224,2
76,20201231,2
76,20210204,2
76,20210401,2
76,20210408,2
76,20210513,2
76,20201225,2
76,20210101,2
76,20210205,2
76,20210402,2
76,20210409,2
76,20210514,2
77,20201123,1
77,20201130,1
77,20201207,1
77,20201125,1
77,20201202,1
77,20201209,1
77,20201119,1
77,20201126,1
77,20201203,1
77,20201210,1
78,20201124,1
78,20201201,1
78,20201208,1
78,20201120,1
78,20201127,1
78,20201204,1
78,20201211,1
79,20201226,2
79,20210501,2
80,20201121,2
80,20201128,2
80,20201205,2
80,20201212,2
80,20201226,2
80,20210501,2
81,20210205,1
81,20210409,1
81,20210514,1
82,20210405,1
82,20210524,1
82,20210513,1
82,20201225,1
82,20210101,1
82,20210402,1
82,20201121,2
82,20201128,2
82,20201205,2
82,20201212,2
82,20201122,2
82,20201129,2
82,20201206,2
83,20201223,2
83,20201230,2
83,20210203,2
83,20210331,2
83,20210407,2
83,20201224,2
83,20201231,2
83,20210204,2
83,20210401,2
83,20210408,2
83,20210513,2
83,20201225,2
83,20210101,2
83,20210205,2
83,20210402,2
83,20210409,2
83,20210514,2
84,20210405,1
84,20210524,1
84,20210513,1
84,20210402,1
84,20210403,1
84,20210410,1
84,20210417,1
84,20210424,1
84,20210501,1
84,20210508,1
84,20210515,1
84,20210522,1
84,20210529,1
84,20210605,1
84,20210612,1
84,20210404,1
84,20210411,1
84,20210418,1
84,20210425,1
84,20210502,1
84,20210509,1
84,20210516,1
84,20210523,1
84,20210530,1
84,20210606,1
85,20210409,1
85,20210416,1
85,20210423,1
85,20210430,1
85,20210507,1
85,20210514,1
85,20210521,1
85,20210528,1
85,20210604,1
85,20210611,1
85,20210403,1
85,20210410,1
85,20210417,1
85,20210424,1
85,20210508,1
85,20210515,1
85,20210522,1
85,20210529,1
85,20210605,1
85,20210612,1
86,20210405,1
86,20210524,1
86,20210513,1
86,20210402,1
86,20210409,1
86,20210416,1
86,20210423,1
86,20210430,1
86,20210507,1
86,20210514,1
86,20210521,1
86,20210528,1
86,20210604,1
86,20210611,1
86,20210403,1
86,20210410,1
86,20210417,1
86,20210424,1
86,20210501,1
86,20210508,1
86,20210515,1
86,20210522,1
86,20210529,1
86,20210605,1
86,20210612,1
86,20210404,1
86,20210411,1
86,20210418,1
86,20210425,1
86,20210502,1
86,20210509,1
86,20210516,1
86,20210523,1
86,20210530,1
86,20210606,1
87,20201224,1
87,20201231,1
88,20201222,2
88,20201229,2
88,20210202,2
88,20210330,2
88,20210406,2
88,20201223,2
88,20201230,2
88,20210203,2
88,20210331,2
88,20210407,2
88,20201224,2
88,20201231,2
88,20210204,2
88,20210401,2
88,20210408,2
88,20210513,2
89,20201221,2
89,20201228,2
89,20210201,2
89,20210329,2
89,20210405,2
89,20210524,2
89,20201223,2
89,20201230,2
89,20210203,2
89,20210331,2
89,20210407,2
89,20201224,2
89,20201231,2
89,20210204,2
89,20210401,2
89,20210408,2
89,20210513,2
90,20201222,2
90,20201229,2
90,20210202,2
90,20210330,2
90,20210406,2
91,20201221,2
91,20201228,2
91,20210201,2
91,20210329,2
91,20210405,2
91,20210524,2
91,20201222,2
91,20201229,2
91,20210202,2
91,20210330,2
91,20210406,2
91,20201223,2
91,20201230,2
91,20210203,2
91,20210331,2
91,20210407,2
92,20201224,2
92,20201231,2
92,20210204,2
92,20210401,2
92,20210408,2
92,20210513,2
92,20201225,2
92,20210101,2
92,20210205,2
92,20210402,2
92,20210409,2
92,20210514,2
93,20210405,2
93,20210524,2
93,20201224,2
93,20201231,2
93,20210513,2
93,20201225,2
93,20210101,2
93,20210402,2
93,20201226,2
93,20210501,2
94,20201123,1
94,20201130,1
94,20201207,1
94,20201124,1
94,20201201,1
94,20201208,1
94,20201119,1
94,20201126,1
94,20201203,1
94,20201210,1
94,20201120,1
94,20201127,1
94,20201204,1
94,20201211,1
95,20201123,2
95,20201130,2
95,20201207,2
95,20201221,2
95,20201228,2
95,20210201,2
95,20210329,2
95,20210405,2
95,20210524,2
95,20201124,2
95,20201201,2
95,20201208,2
95,20201222,2
95,20201229,2
95,20210202,2
95,20210330,2
95,20210406,2
95,20201119,2
95,20201126,2
95,20201203,2
95,20201210,2
95,20201224,2
95,20201231,2
95,20210204,2
95,20210401,2
95,20210408,2
95,20210513,2
95,20201120,2
95,20201127,2
95,20201204,2
95,20201211,2
95,20201225,2
95,20210101,2
95,20210205,2
95,20210402,2
95,20210409,2
95,20210514,2
96,20201224,1
96,20201231,1
96,20201121,1
96,20201128,1
96,20201205,1
96,20201212,1
97,20201123,1
97,20201130,1
97,20201207,1
97,20201124,1
97,20201201,1
97,20201208,1
97,20201125,1
97,20201202,1
97,20201209,1
97,20201119,1
97,20201126,1
97,20201203,1
97,20201210,1
97,20201224,1
97,20201231,1
97,20201120,1
97,20201127,1
97,20201204,1
97,20201211,1
97,20201121,1
97,20201128,1
97,20201205,1
97,20201212,1
98,20201123,2
98,20201130,2
98,20201207,2
98,20210405,2
98,20210524,2
98,20201124,2
98,20201201,2
98,20201208,2
98,20201125,2
98,20201202,2
98,20201209,2
98,20201119,2
98,20201126,2
98,20201203,2
98,20201210,2
98,20201224,2
98,20201231,2
98,20210513,2
98,20201120,2
98,20201127,2
98,20201204,2
98,20201211,2
98,20201225,2
98,20210101,2
98,20210402,2
98,20201121,2
98,20201128,2
98,20201205,2
98,20201212,2
98,20201226,2
98,20210501,2
99,20201123,2
99,20201130,2
99,20201207,2
99,20201221,2
99,20201228,2
99,20210201,2
99,20210329,2
99,20210405,2
99,20210524,2
99,20201124,2
99,20201201,2
99,20201208,2
99,20201222,2
99,20201229,2
99,20210202,2
99,20210330,2
99,20210406,2
99,20201125,2
99,20201202,2
99,20201209,2
99,20201223,2
99,20201230,2
99,20210203,2
99,20210331,2
99,20210407,2
99,20201119,2
99,20201126,2
99,20201203,2
99,20201210,2
99,20201224,2
99,20201231,2
99,20210204,2
99,20210401,2
99,20210408,2
99,20210513,2
99,20201120,2
99,20201127,2
99,20201204,2
99,20201211,2
99,20201225,2
99,20210101,2
99,20210205,2
99,20210402,2
99,20210409,2
99,20210514,2
99,20201121,2
99,20201128,2
99,20201205,2
99,20201212,2
99,20201226,2
99,20210501,2
100,20201123,1
100,20201130,1
100,20201207,1
100,20201221,1
100,20201228,1
100,20210201,1
100,20210329,1
100,20201124,1
100,20201201,1
100,20201208,1
100,20201222,1
100,20201229,1
100,20210202,1
100,20210330,1
100,20210406,1
100,20201125,1
100,20201202,1
100,20201209,1
100,20201223,1
100,20201230,1
100,20210203,1
100,20210331,1
100,20210407,1
100,20201119,1
100,20201126,1
100,20201203,1
100,20201210,1
100,20201224,1
100,20201231,1
100,20210204,1
100,20210401,1
100,20210408,1
100,20201120,1
100,20201127,1
100,20201204,1
100,20201211,1
100,20210205,1
100,20210409,1
100,20210514,1
100,20201226,2
100,20210501,2
101,20210405,1
101,20210524,1
101,20201224,1
101,20210513,1
101,20201225,1
101,20210101,1
101,20210402,1
102,20201231,1
103,20210405,1
103,20210524,1
103,20210513,1
103,20201225,1
103,20210101,1
103,20210402,1
104,20201221,2
104,20201228,2
104,20210201,2
104,20210329,2
104,20210405,2
104,20210524,2
104,20201225,2
104,20210101,2
104,20210205,2
104,20210402,2
104,20210409,2
104,20210514,2
105,20201221,2
105,20201228,2
105,20210201,2
105,20210329,2
105,20210405,2
105,20210524,2
105,20201223,2
105,20201230,2
105,20210203,2
105,20210331,2
105,20210407,2
105,20201224,2
105,20201231,2
105,20210204,2
105,20210401,2
105,20210408,2
105,20210513,2
105,20201225,2
105,20210101,2
105,20210205,2
105,20210402,2
105,20210409,2
105,20210514,2
106,20201121,2
106,20201128,2
106,20201205,2
106,20201212,2
106,20201219,2
106,20201226,2
106,20210501,2
106,20210508,2
106,20210515,2
106,20210522,2
106,20210529,2
106,20210605,2
106,20210612,2
107,20210405,2
107,20210503,2
107,20210510,2
107,20210517,2
107,20210524,2
107,20210531,2
107,20210607,2
107,20210504,2
107,20210511,2
107,20210518,2
107,20210525,2
107,20210601,2
107,20210608,2
107,20210505,2
107,20210512,2
107,20210519,2
107,20210526,2
107,20210602,2
107,20210609,2
107,20201224,2
107,20201231,2
107,20210506,2
107,20210513,2
107,20210520,2
107,20210527,2
107,20210603,2
107,20210610,2
107,20201225,2
107,20210101,2
107,20210402,2
107,20210507,2
107,20210514,2
107,20210521,2
107,20210528,2
107,20210604,2
107,20210611,2
108,20201224,1
108,20201231,1
108,20201226,2
108,20210501,2
108,20210508,2
108,20210515,2
108,20210522,2
108,20210529,2
108,20210605,2
108,20210612,2
109,20210405,2
109,20210503,2
109,20210510,2
109,20210517,2
109,20210524,2
109,20210531,2
109,20210607,2
109,20210504,2
109,20210511,2
109,20210518,2
109,20210525,2
109,20210601,2
109,20210608,2
109,20210505,2
109,20210512,2
109,20210519,2
109,20210526,2
109,20210602,2
109,20210609,2
109,20210506,2
109,20210513,2
109,20210520,2
109,20210527,2
109,20210603,2
109,20210610,2
109,20201225,2
109,20210101,2
109,20210402,2
109,20210507,2
109,20210514,2
109,20210521,2
109,20210528,2
109,20210604,2
109,20210611,2
109,20201226,2
109,20210501,2
109,20210508,2
109,20210515,2
109,20210522,2
109,20210529,2
109,20210605,2
109,20210612,2
110,20210503,2
110,20210510,2
110,20210517,2
110,20210524,2
110,20210531,2
110,20210607,2
110,20210504,2
110,20210511,2
110,20210518,2
110,20210525,2
110,20210601,2
110,20210608,2
110,20210505,2
110,20210512,2
110,20210519,2
110,20210526,2
110,20210602,2
110,20210609,2
110,20210506,2
110,20210513,2
110,20210520,2
110,20210527,2
110,20210603,2
110,20210610,2
110,20210507,2
110,20210514,2
110,20210521,2
110,20210528,2
110,20210604,2
110,20210611,2
110,20210501,2
110,20210508,2
110,20210515,2
110,20210522,2
110,20210529,2
110,20210605,2
110,20210612,2
110,20210502,2
110,20210509,2
110,20210516,2
110,20210523,2
110,20210530,2
110,20210606,2
111,20210405,1
111,20201224,1
111,20201231,1
111,20201225,1
111,20210101,1
111,20210402,1
111,20210501,2
111,20210508,2
111,20210515,2
111,20210522,2
111,20210529,2
111,20210605,2
111,20210612,2
111,20210502,2
111,20210509,2
111,20210516,2
111,20210523,2
111,20210530,2
111,20210606,2
112,20210405,1
112,20201224,1
112,20201231,1
112,20201225,1
112,20210101,1
112,20210402,1
112,20201121,1
112,20201128,1
112,20201205,1
112,20201212,1
112,20201219,1
112,20201226,1
112,20210502,2
112,20210509,2
112,20210516,2
112,20210523,2
112,20210530,2
112,20210606,2
113,20201123,2
113,20201130,2
113,20201207,2
113,20201214,2
113,20201221,2
113,20201228,2
113,20210405,2
113,20210503,2
113,20210510,2
113,20210517,2
113,20210524,2
113,20210531,2
113,20210607,2
113,20201124,2
113,20201201,2
113,20201208,2
113,20201215,2
113,20201222,2
113,20201229,2
113,20210504,2
113,20210511,2
113,20210518,2
113,20210525,2
113,20210601,2
113,20210608,2
113,20201125,2
113,20201202,2
113,20201209,2
113,20201216,2
113,20201223,2
113,20201230,2
113,20210505,2
113,20210512,2
113,20210519,2
113,20210526,2
113,20210602,2
113,20210609,2
113,20201119,2
113,20201126,2
113,20201203,2
113,20201210,2
113,20201217,2
113,20201224,2
113,20201231,2
113,20210506,2
113,20210513,2
113,20210520,2
113,20210527,2
113,20210603,2
113,20210610,2
113,20201120,2
113,20201127,2
113,20201204,2
113,20201211,2
113,20201218,2
113,20201225,2
113,20210101,2
113,20210402,2
113,20210507,2
113,20210514,2
113,20210521,2
113,20210528,2
113,20210604,2
113,20210611,2
114,20201123,1
114,20201130,1
114,20201207,1
114,20201214,1
114,20201221,1
114,20201228,1
114,20201124,1
114,20201201,1
114,20201208,1
114,20201215,1
114,20201222,1
114,20201229,1
114,20201125,1
114,20201202,1
114,20201209,1
114,20201216,1
114,20201223,1
114,20201230,1
114,20201119,1
114,20201126,1
114,20201203,1
114,20201210,1
114,20201217,1
114,20201120,1
114,20201127,1
114,20201204,1
114,20201211,1
114,20201218,1
115,20201224,1
115,20201231,1
115,20201121,1
115,20201128,1
115,20201205,1
115,20201212,1
115,20201219,1
116,20201123,2
116,20201130,2
116,20201207,2
116,20201214,2
116,20201221,2
116,20201228,2
116,20210503,2
116,20210510,2
116,20210517,2
116,20210524,2
116,20210531,2
116,20210607,2
116,20201124,2
116,20201201,2
116,20201208,2
116,20201215,2
116,20201222,2
