service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
124,0,0,0,0,0,0,0,20201119,20210612
125,0,0,0,0,1,1,0,20201119,20210612
126,1,1,1,1,1,1,1,20201119,20210612
127,0,0,0,0,0,0,0,20201119,20210612
128,1,1,1,1,1,0,0,20201119,20210612
129,0,0,0,0,0,0,0,20201119,20210612
130,1,1,1,1,1,1,1,20201119,20210612
131,0,0,0,0,1,1,0,20201119,20210612
132,0,0,0,0,1,1,0,20201119,20210612
133,0,0,0,0,0,0,0,20201119,20210612
134,0,0,0,0,0,0,0,20201119,20210612
135,0,0,0,0,0,0,0,20201119,20210612
136,0,1,0,1,0,0,0,20201119,20210612
137,1,0,1,0,1,0,0,20201119,20210612
138,1,1,1,1,1,1,1,20201119,20210612
139,0,0,0,0,0,0,0,20201119,20210612
140,1,1,1,1,1,0,0,20201119,20210612
141,0,0,0,0,0,0,0,20201119,20210612
142,1,1,1,1,1,0,0,20201119,20210612
143,1,1,1,1,1,0,0,20201119,20210612
144,0,0,0,0,0,1,1,20201119,20210612
145,1,1,1,1,1,1,0,20201119,20210612
146,0,0,0,0,0,0,0,20201119,20210612
147,0,0,0,0,0,0,0,20201119,20210612
148,0,0,0,0,0,0,1,20201119,20210612
149,1,1,1,1,1,1,1,20201119,20210612
150,1,1,1,1,1,1,0,20201119,20210612
151,0,0,0,0,0,0,0,20201119,20210612
152,0,0,1,1,1,1,0,20201119,20210612
153,0,0,1,1,1,1,0,20201119,20210612
154,0,0,0,0,0,0,0,20201119,20210612
155,1,1,1,1,1,0,0,20201119,20210612
156,0,0,0,0,0,0,0,20201119,20210612
157,0,0,0,0,0,1,1,20201119,20210612
158,1,1,1,1,1,0,0,20201119,20210612
159,0,0,0,0,0,0,0,20201119,20210612
160,0,0,0,0,0,0,0,20201119,20210612
161,0,0,0,0,0,0,0,20201119,20210612
162,0,0,0,0,0,0,0,20201119,20210612
163,0,0,0,0,0,0,0,20201119,20210612
164,0,0,0,0,0,0,0,20201119,20210612
165,0,0,0,0,0,0,0,20201119,20210612
166,0,0,0,0,0,0,0,20201119,20210612
167,0,0,0,0,0,0,0,20201119,20210612
168,0,0,0,0,1,1,0,20201119,20210612
169,1,1,1,1,0,0,1,20201119,20210612
170,0,0,0,0,0,0,0,20201119,20210612
171,0,0,0,0,0,0,0,20201119,20210612
172,0,0,0,0,0,1,1,20201119,20210612
173,0,0,0,0,1,1,0,20201119,20210612
174,0,0,0,0,0,0,0,20201119,20210612
175,0,0,0,0,1,0,0,20201119,20210612
176,0,0,0,0,0,0,0,20201119,20210612
177,1,1,1,1,1,1,1,20201119,20210612
178,0,0,0,0,0,0,0,20201119,20210612
179,1,1,1,1,1,0,0,20201119,20210612
180,0,0,0,0,0,0,0,20201119,20210612
181,0,0,0,0,1,1,0,20201119,20210612
182,0,0,0,0,0,0,0,20201119,20210612
183,0,0,0,0,0,1,1,20201119,20210612
184,0,0,0,0,0,0,0,20201119,20210612
185,0,0,0,0,0,0,0,20201119,20210612
186,0,0,0,0,0,0,0,20201119,20210612
187,0,0,0,0,1,1,0,20201119,20210612
188,0,0,0,0,0,1,0,20201119,20210612
189,0,0,0,0,0,0,0,20201119,20210612
190,0,0,0,0,0,1,0,20201119,20210612
191,1,1,1,1,1,1,1,20201119,20210612
192,0,0,0,0,0,0,0,20201119,20210612
193,0,0,0,0,0,0,0,20201119,20210612
194,0,0,0,0,0,0,0,20201119,20210612
195,1,1,1,1,1,0,0,20201119,20210612
196,0,0,0,0,0,0,0,20201119,20210612
197,0,0,0,0,0,0,0,20201119,20210612
198,0,0,0,0,0,1,0,20201119,20210612
199,0,0,0,0,0,0,1,20201119,20210612
200,1,1,1,1,1,0,0,20201119,20210612
201,1,1,1,1,1,0,0,20201119,20210612
202,1,1,1,1,1,0,0,20201119,20210612
203,1,1,1,1,1,1,0,20201119,20210612
204,1,1,1,1,1,1,0,20201119,20210612
205,0,0,0,0,0,0,0,20201119,20210612
206,0,0,0,0,0,0,0,20201119,20210612
207,0,0,0,0,0,0,0,20201119,20210612
208,1,1,1,1,1,1,1,20201119,20210612
209,0,0,0,0,0,0,0,20201119,20210612
210,0,0,0,0,0,1,0,20201119,20210612
211,0,0,0,0,0,0,1,20201119,20210612
212,1,1,1,1,1,0,0,20201119,20210612
213,0,0,0,0,0,0,1,20201119,20210612
214,0,0,0,0,0,0,0,20201119,20210612
215,0,0,0,0,0,1,1,20201119,20210612
216,0,0,0,0,0,1,1,20201119,20210612
217,0,0,0,0,0,0,0,20201119,20210612
218,1,1,1,1,1,1,0,20201119,20210612
219,1,1,1,1,1,1,1,20201119,20210612
220,1,1,1,1,1,0,0,20201119,20210612
221,0,0,0,0,0,0,0,20201119,20210612
222,1,1,1,1,0,0,1,20201119,20210612
223,0,0,0,0,0,0,0,20201119,20210612
224,0,0,0,0,0,0,0,20201119,20210612
225,0,0,0,0,0,0,0,20201119,20210612
226,0,0,0,0,0,0,0,20201119,20210612
227,1,1,1,1,1,1,0,20201119,20210612
228,0,0,0,0,0,0,0,20201119,20210612
229,0,0,0,0,0,1,1,20201119,20210612
230,1,1,1,1,1,0,0,20201119,20210612
231,1,1,1,1,1,1,0,20201119,20210612
232,0,0,0,0,0,0,1,20201119,20210612
233,1,1,1,1,1,0,0,20201119,20210612
234,0,0,0,0,0,0,0,20201119,20210612
235,1,1,1,1,1,0,0,20201119,20210612
236,0,1,1,1,1,0,0,20201119,20210612
237,1,1,1,1,1,0,0,20201119,20210612
238,0,1,1,0,0,0,0,20201119,20210612
239,0,0,0,0,1,0,0,20201119,20210612
240,1,1,1,1,1,0,0,20201119,20210612
241,0,0,0,0,0,0,0,20201119,20210612
242,0,0,0,0,0,0,0,20201119,20210612
243,0,0,0,0,0,0,0,20201119,20210612
244,0,0,0,0,0,0,0,20201119,20210612
245,0,0,0,0,0,0,0,20201119,20210612
246,0,0,0,0,0,0,0,20201119,20210612
247,1,1,1,1,1,0,0,20201119,20210612
248,0,0,0,0,1,1,0,20201119,20210612
249,0,0,0,0,0,0,0,20201119,20210612
250,0,0,0,0,0,0,0,20201119,20210612
251,0,0,0,0,0,0,0,20201119,20210612
252,0,0,0,0,0,0,0,20201119,20210612
253,0,0,0,0,0,0,0,20201119,20210612
254,1,1,1,1,1,1,1,20201119,20210612
255,0,0,0,0,0,0,0,20201119,20210612
256,0,0,0,0,0,0,0,20201119,20210612
257,0,0,0,0,0,0,0,20201119,20210612
258,1,1,1,1,0,0,1,20201119,20210612
259,0,1,0,1,0,0,0,20201119,20210612
260,1,0,1,0,1,0,0,20201119,20210612
261,0,0,0,0,0,0,0,20201119,20210612
262,0,0,0,0,0,1,1,20201119,20210612
263,0,0,0,0,0,0,0,20201119,20210612
264,0,0,0,0,0,0,0,20201119,20210612
265,0,0,0,0,0,0,0,20201119,20210612
266,0,0,0,0,0,0,0,20201119,20210612
267,0,0,0,0,0,1,1,20201119,20210612
268,1,1,1,1,1,0,0,20201119,20210612
269,0,0,0,0,0,0,0,20201119,20210612
270,1,1,1,1,1,0,0,20201119,20210612
271,0,0,1,0,0,0,0,20201119,20210612
272,0,0,0,0,0,0,0,20201119,20210612
273,0,0,0,0,0,0,0,20201119,20210612
274,0,0,0,0,0,0,0,20201119,20210612
275,1,1,1,1,1,0,0,20201119,20210612
276,0,0,0,0,0,0,0,20201119,20210612
277,1,1,1,1,1,0,0,20201119,20210612
278,0,0,0,0,0,1,1,20201119,20210612
279,0,0,0,0,0,0,0,20201119,20210612
280,0,0,0,0,0,0,0,20201119,20210612
281,0,0,0,0,1,0,0,20201119,20210612
282,1,1,1,1,0,0,0,20201119,20210612
283,0,0,0,0,0,0,0,20201119,20210612
284,1,1,1,1,1,1,1,20201119,20210612
285,0,0,0,0,0,0,0,20201119,20210612
286,1,0,0,1,0,0,0,20201119,20210612
287,1,0,0,1,0,0,0,20201119,20210612
288,0,1,0,0,1,0,0,20201119,20210612
289,0,0,0,0,0,0,0,20201119,20210612
290,0,0,0,0,0,1,1,20201119,20210612
291,0,0,0,0,0,1,1,20201119,20210612
292,0,0,1,0,0,0,0,20201119,20210612
293,0,1,0,1,0,0,0,20201119,20210612
294,1,1,1,1,1,0,0,20201119,20210612
295,1,1,1,1,1,0,0,20201119,20210612
296,0,0,1,0,0,0,0,20201119,20210612
297,0,0,0,0,0,0,0,20201119,20210612
298,0,1,0,1,0,0,0,20201119,20210612
299,0,1,0,1,0,0,0,20201119,20210612
300,0,0,0,1,0,0,0,20201119,20210612
301,0,0,0,0,0,0,0,20201119,20210612
302,0,0,0,0,0,0,0,20201119,20210612
303,0,0,0,0,0,0,0,20201119,20210612
304,0,0,0,0,0,0,0,20201119,20210612
305,1,1,1,1,1,1,1,20201119,20210612
306,1,1,1,1,1,1,1,20201119,20210612
307,0,1,1,1,1,1,0,20201119,20210612
308,1,0,0,0,0,0,0,20201119,20210612
309,1,1,1,1,1,1,0,20201119,20210612
310,0,1,1,1,1,0,0,20201119,20210612
311,1,1,1,1,1,0,0,20201119,20210612
312,0,0,0,0,0,0,0,20201119,20210612
313,1,0,1,0,1,0,0,20201119,20210612
314,0,0,0,0,0,0,0,20201119,20210612
315,0,0,0,0,0,0,0,20201119,20210612
316,1,1,1,1,1,1,1,20201119,20210612
317,0,0,0,0,0,1,1,20201119,20210612
318,1,1,1,1,1,0,0,20201119,20210612
319,0,0,0,0,0,0,0,20201119,20210612
320,0,0,0,0,0,0,0,20201119,20210612
321,0,0,0,0,0,1,1,20201119,20210612
322,0,0,0,0,0,0,0,20201119,20210612
323,0,0,0,0,0,0,0,20201119,20210612
324,1,1,1,1,1,0,1,20201119,20210612
325,0,0,0,0,1,1,0,20201119,20210612
326,1,1,1,1,1,1,1,20201119,20210612
327,1,1,1,1,1,1,1,20201119,20210612
328,0,0,0,0,1,1,0,20201119,20210612
329,1,1,1,1,1,1,1,20201119,20210612
330,1,1,1,1,1,0,0,20201119,20210612
331,1,1,1,1,1,0,0,20201119,20210612
332,1,1,1,1,1,1,0,20201119,20210612
333,1,1,1,1,1,1,1,20201119,20210612
334,0,0,0,0,0,0,0,20201119,20210612
335,0,0,0,0,0,0,0,20201119,20210612
336,1,1,1,1,1,0,0,20201119,20210612
337,0,0,0,0,0,1,1,20201119,20210612
338,0,0,0,0,0,0,0,20201119,20210612
339,1,1,1,1,1,0,0,20201119,20210612
340,0,0,0,0,0,1,1,20201119,20210612
341,1,1,1,1,1,0,0,20201119,20210612
342,1,1,1,1,1,0,0,20201119,20210612
343,0,0,0,0,0,0,0,20201119,20210612
344,1,1,1,1,1,1,0,20201119,20210612
345,1,1,1,1,1,0,0,20201119,20210612
346,1,1,1,1,1,0,0,20201119,20210612
347,0,1,1,0,0,0,0,20201119,20210612
348,1,0,0,1,1,0,0,20201119,20210612
349,0,0,0,0,0,0,0,20201119,20210612
350,0,0,0,0,0,0,0,20201119,20210612
351,0,0,0,0,0,0,0,20201119,20210612
352,0,0,0,0,0,1,0,20201119,20210612
353,0,0,0,0,0,0,0,20201119,20210612
354,0,0,0,0,0,0,0,20201119,20210612
355,0,0,0,0,0,0,0,20201119,20210612
356,0,0,0,0,0,0,0,20201119,20210612
357,0,0,0,0,0,0,0,20201119,20210612
358,0,0,0,0,0,0,0,20201119,20210612
359,0,0,0,0,0,0,0,20201119,20210612
360,0,0,0,0,0,0,0,20201119,20210612
361,0,0,0,0,1,0,0,20201119,20210612
362,1,1,1,1,1,1,1,20201119,20210612
363,1,1,1,1,1,0,0,20201119,20210612
364,1,1,1,1,1,0,0,20201119,20210612
365,0,0,0,0,0,0,1,20201119,20210612
366,1,1,1,1,1,0,0,20201119,20210612
367,1,1,1,1,1,0,0,20201119,20210612
368,1,1,1,1,1,0,0,20201119,20210612
369,1,1,1,1,1,0,0,20201119,20210612
370,1,1,1,1,1,1,0,20201119,20210612
371,1,1,1,1,1,0,0,20201119,20210612
372,0,0,0,0,0,0,1,20201119,20210612
373,1,1,1,1,1,1,0,20201119,20210612
374,1,1,1,1,1,1,0,20201119,20210612
375,0,0,0,0,0,1,1,20201119,20210612
376,1,1,1,1,0,0,0,20201119,20210612
377,1,1,1,1,1,0,0,20201119,20210612
378,1,0,1,1,1,0,0,20201119,20210612
379,0,1,0,0,0,0,0,20201119,20210612
380,0,0,0,0,0,1,0,20201119,20210612
381,1,1,1,1,1,0,0,20201119,20210612
382,0,0,0,0,0,0,0,20201119,20210612
383,0,0,0,0,0,0,0,20201119,20210612
384,0,0,0,0,0,1,1,20201119,20210612
385,1,1,1,1,1,0,0,20201119,20210612
386,0,0,0,0,0,0,0,20201119,20210612
387,1,1,1,1,1,0,0,20201119,20210612
388,0,0,0,0,0,1,0,20201119,20210612
389,0,0,0,0,0,1,1,20201119,20210612
390,0,0,0,0,0,1,1,20201119,20210612
391,0,0,0,0,0,1,1,20201119,20210612
392,0,0,0,0,0,1,0,20201119,20210612
393,0,0,0,0,0,0,0,20201119,20210612
394,0,0,0,0,0,0,0,20201119,20210612
395,0,0,0,0,0,0,0,20201119,20210612
396,0,0,0,0,0,0,0,20201119,20210612
397,0,0,0,0,0,0,0,20201119,20210612
398,0,0,0,0,0,0,0,20201119,20210612
399,0,0,0,0,0,0,0,20201119,20210612
400,0,0,0,0,0,0,0,20201119,20210612
401,0,0,0,0,0,0,0,20201119,20210612
402,0,0,0,0,0,0,0,20201119,20210612
403,1,1,1,1,1,0,0,20201119,20210612
404,0,0,0,0,0,0,0,20201119,20210612
405,1,1,1,1,1,0,1,20201119,20210612
406,0,0,0,0,0,0,0,20201119,20210612
407,0,0,0,0,0,0,0,20201119,20210612
408,0,0,0,0,0,0,0,20201119,20210612
409,0,0,0,0,0,0,0,20201119,20210612
410,0,0,0,0,0,0,0,20201119,20210612
411,0,0,0,0,0,1,0,20201119,20210612
412,0,0,0,0,0,1,1,20201119,20210612
413,0,0,0,0,0,0,0,20201119,20210612
414,1,1,1,1,1,1,1,20201119,20210612
415,0,0,0,0,0,0,0,20201119,20210612
416,0,0,0,0,0,0,1,20201119,20210612
417,0,0,0,0,0,1,1,20201119,20210612
418,1,1,1,1,1,1,1,20201119,20210612
419,0,0,0,0,0,1,1,20201119,20210612
420,0,0,0,0,0,0,0,20201119,20210612
421,0,1,1,0,0,0,0,20201119,20210612
422,0,0,0,0,0,0,0,20201119,20210612
423,0,0,0,0,1,0,0,20201119,20210612
424,0,0,0,0,0,0,0,20201119,20210612
425,0,0,0,0,0,0,0,20201119,20210612
426,0,0,0,0,0,0,0,20201119,20210612
427,0,1,0,0,0,0,0,20201119,20210612
428,0,0,0,0,0,0,0,20201119,20210612
429,0,0,0,0,0,1,0,20201119,20210612
430,0,0,0,0,0,0,0,20201119,20210612
431,0,0,0,0,0,0,0,20201119,20210612
432,0,0,0,0,0,0,0,20201119,20210612
433,0,0,0,0,0,0,0,20201119,20210612
434,0,0,0,0,0,0,0,20201119,20210612
435,0,0,0,0,0,0,0,20201119,20210612
436,0,0,0,0,0,0,0,20201119,20210612
437,0,0,0,0,0,0,0,20201119,20210612
438,0,0,0,0,0,0,0,20201119,20210612
439,0,0,0,0,0,0,0,20201119,20210612
440,0,0,0,0,0,0,0,20201119,20210612
441,1,1,1,1,1,0,0,20201119,20210612
442,0,0,0,0,0,0,0,20201119,20210612
443,0,0,0,0,0,1,1,20201119,20210612
444,0,0,0,0,0,0,0,20201119,20210612
445,0,0,0,0,0,0,0,20201119,20210612
446,0,0,0,0,0,0,1,20201119,20210612
447,0,0,0,0,0,0,0,20201119,20210612
448,0,0,0,0,0,1,0,20201119,20210612
449,0,0,0,0,0,0,0,20201119,20210612
450,0,0,0,0,0,0,0,20201119,20210612
451,0,0,0,0,0,0,0,20201119,20210612
452,0,0,0,0,1,1,0,20201119,20210612
453,1,1,1,1,1,0,0,20201119,20210612
454,1,1,1,1,1,0,0,20201119,20210612
455,0,0,0,0,0,0,0,20201119,20210612
456,1,1,1,1,1,1,0,20201119,20210612
457,0,0,0,0,0,0,1,20201119,20210612
458,0,0,0,0,0,0,0,20201119,20210612
459,0,0,0,0,0,0,0,20201119,20210612
460,0,0,0,0,0,1,0,20201119,20210612
461,1,1,1,1,1,0,1,20201119,20210612
462,1,1,1,1,1,1,0,20201119,20210612
463,1,1,1,1,1,1,1,20201119,20210612
464,1,1,1,1,1,1,1,20201119,20210612
465,0,0,0,0,0,1,0,20201119,20210612
466,0,0,0,0,0,1,1,20201119,20210612
467,0,0,0,0,0,0,0,20201119,20210612
468,0,0,0,0,0,0,0,20201119,20210612
469,0,0,0,0,0,1,1,20201119,20210612
470,0,0,0,0,1,1,0,20201119,20210612
471,0,0,0,0,0,0,1,20201119,20210612
472,0,0,0,0,0,0,1,20201119,20210612
473,0,0,0,0,0,0,0,20201119,20210612
474,1,1,1,1,1,0,0,20201119,20210612
475,0,0,0,0,0,0,0,20201119,20210612
476,0,0,0,0,0,0,0,20201119,20210612
477,0,0,0,0,0,0,0,20201119,20210612
478,0,0,0,0,0,0,0,20201119,20210612
479,0,0,0,0,0,0,0,20201119,20210612
480,0,0,0,0,0,0,0,20201119,20210612
481,0,1,1,0,0,0,0,20201119,20210612
482,1,1,1,1,0,0,0,20201119,20210612
483,1,1,1,1,1,1,1,20201119,20210612
484,1,1,1,1,0,1,1,20201119,20210612
485,1,1,0,0,0,0,0,20201119,20210612
486,1,1,1,1,0,0,0,20201119,20210612
487,0,0,0,0,0,0,1,20201119,20210612
488,1,1,0,0,0,0,0,20201119,20210612
489,0,0,0,0,0,0,0,20201119,20210612
490,0,0,0,0,0,0,0,20201119,20210612
491,0,0,0,0,0,0,0,20201119,20210612
492,0,0,0,0,0,0,0,20201119,20210612
493,0,0,0,0,0,0,0,20201119,20210612
494,0,0,0,0,0,0,0,20201119,20210612
495,0,0,0,0,0,0,0,20201119,20210612
496,0,0,0,0,0,0,0,20201119,20210612
497,0,0,0,0,0,0,0,20201119,20210612
498,0,0,0,0,0,0,0,20201119,20210612
499,0,0,0,0,0,0,0,20201119,20210612
500,0,0,0,0,0,0,0,20201119,20210612
501,0,0,0,0,0,0,0,20201119,20210612
502,0,0,0,0,0,0,0,20201119,20210612
503,0,0,0,0,0,0,0,20201119,20210612
504,0,0,0,0,0,0,0,20201119,20210612
505,0,0,0,0,0,0,0,20201119,20210612
506,0,0,0,0,0,0,0,20201119,20210612
507,0,0,0,0,0,1,1,20201119,20210612
508,0,0,0,0,0,0,0,20201119,20210612
509,0,0,0,0,0,0,0,20201119,20210612
510,1,1,1,1,0,0,1,20201119,20210612
511,1,1,1,1,0,0,1,20201119,20210612
512,0,0,0,0,0,0,0,20201119,20210612
513,0,0,0,0,1,1,0,20201119,20210612
514,0,0,0,0,1,1,0,20201119,20210612
515,0,0,0,0,0,0,0,20201119,20210612
516,1,1,0,1,0,1,1,20201119,20210612
517,0,0,0,0,1,1,0,20201119,20210612
518,0,0,0,0,0,0,0,20201119,20210612
519,0,0,0,0,0,0,0,20201119,20210612
520,0,0,0,0,0,0,0,20201119,20210612
521,0,0,0,0,0,0,0,20201119,20210612
522,0,0,0,0,0,0,0,20201119,20210612
523,0,0,0,0,0,0,0,20201119,20210612
524,0,0,0,0,0,0,0,20201119,20210612
525,0,0,0,0,0,0,0,20201119,20210612
526,0,0,0,0,0,0,0,20201119,20210612
527,0,0,0,0,1,1,0,20201119,20210612
528,0,0,0,0,0,0,0,20201119,20210612
529,0,0,0,0,0,0,0,20201119,20210612
530,1,1,1,1,0,0,1,20201119,20210612
531,0,0,0,0,0,0,0,20201119,20210612
532,1,1,1,1,1,0,0,20201119,20210612
533,0,0,0,0,0,0,0,20201119,20210612
534,0,0,0,0,0,0,0,20201119,20210612
535,0,0,0,0,0,0,0,20201119,20210612
536,1,1,1,1,1,0,0,20201119,20210612
537,0,0,0,0,0,0,0,20201119,20210612
538,1,1,1,1,1,1,0,20201119,20210612
539,0,0,0,0,0,0,0,20201119,20210612
540,1,1,1,1,1,1,1,20201119,20210612
541,0,0,0,0,0,0,0,20201119,20210612
542,0,0,0,0,0,0,0,20201119,20210612
543,0,0,0,0,0,0,0,20201119,20210612
544,1,1,1,1,1,1,1,20201119,20210612
545,0,0,0,0,0,0,0,20201119,20210612
546,0,0,0,0,0,0,0,20201119,20210612
547,0,0,0,0,1,1,0,20201119,20210612
548,0,0,0,0,1,1,0,20201119,20210612
549,0,0,0,0,0,1,0,20201119,20210612
550,0,0,0,0,1,0,0,20201119,20210612
551,0,0,0,0,0,0,0,20201119,20210612
552,0,0,0,0,0,0,0,20201119,20210612
553,0,0,0,0,0,0,0,20201119,20210612
554,0,0,0,0,0,0,0,20201119,20210612
555,0,0,0,0,0,0,0,20201119,20210612
556,0,0,0,0,0,0,0,20201119,20210612
557,0,0,0,0,0,0,0,20201119,20210612
558,1,1,1,1,1,0,0,20201119,20210612
559,0,0,0,0,0,1,0,20201119,20210612
560,1,1,1,1,0,1,1,20201119,20210612
561,1,1,1,1,0,0,1,20201119,20210612
562,1,1,1,1,0,1,1,20201119,20210612
563,0,0,0,0,1,0,0,20201119,20210612
564,0,0,0,0,0,0,0,20201119,20210612
565,0,0,0,0,0,0,0,20201119,20210612
566,0,0,0,0,0,0,0,20201119,20210612
567,0,0,0,0,0,0,0,20201119,20210612
568,0,0,0,0,0,0,0,20201119,20210612
569,0,0,0,0,0,0,0,20201119,20210612
570,0,0,0,0,0,0,0,20201119,20210612
571,0,0,0,0,0,0,0,20201119,20210612
572,0,0,0,0,0,0,0,20201119,20210612
573,0,0,0,0,0,0,0,20201119,20210612
574,0,0,0,0,0,0,0,20201119,20210612
575,0,0,0,0,0,0,0,20201119,20210612
576,0,0,0,0,0,0,0,20201119,20210612
577,0,0,0,0,0,0,0,20201119,20210612
578,0,0,0,0,0,0,0,20201119,20210612
579,0,0,0,0,0,0,0,20201119,20210612
580,0,0,0,0,0,0,0,20201119,20210612
